T,O,H,L,C
1515021840,0.77618,0.76819,0.78855,0.78086
1515022080,0.78107,0.7784,0.79585,0.78759
1515022320,0.78815,0.78616,0.81811,0.81464
1515022560,0.81446,0.79938,0.82409,0.80324
1515022800,0.80342,0.79465,0.82293,0.81011
1515023040,0.80984,0.79239,0.81065,0.80205
1515023280,0.80199,0.78836,0.80476,0.79004
1515023520,0.79,0.78931,0.81088,0.79612
1515023760,0.79609,0.77139,0.79789,0.77914
1515024000,0.77939,0.7588,0.77957,0.76261
1515024240,0.76245,0.72211,0.76354,0.72277
1515024480,0.72297,0.71731,0.73575,0.72354
1515024720,0.72378,0.71043,0.72448,0.72177
1515024960,0.72168,0.72004,0.74176,0.7396
1515025200,0.73904,0.71558,0.74268,0.71614
1515025440,0.71594,0.70561,0.7206,0.71562
1515025680,0.71522,0.70053,0.71856,0.70714
1515025920,0.70737,0.68833,0.71386,0.6917
1515026160,0.69162,0.67946,0.6949,0.69371
1515026400,0.694,0.6898,0.71763,0.71713
1515026640,0.7168,0.71024,0.73463,0.72399
1515026880,0.72391,0.71581,0.73264,0.72326
1515027120,0.72292,0.70387,0.73137,0.71421
1515027360,0.71437,0.71314,0.75051,0.74779
1515027600,0.74774,0.73883,0.76098,0.75663
1515027840,0.75641,0.74773,0.76695,0.74931
1515028080,0.74987,0.74287,0.75652,0.75147
1515028320,0.75148,0.72522,0.75207,0.72532
1515028560,0.7255,0.69687,0.7273,0.70358
1515028800,0.70305,0.67857,0.70856,0.67929
1515029040,0.67942,0.65541,0.68158,0.67175
1515029280,0.67136,0.64911,0.67287,0.65503
1515029520,0.65496,0.63275,0.65661,0.63771
1515029760,0.63765,0.63054,0.6513,0.63787
1515030000,0.63767,0.6375,0.66056,0.65945
1515030240,0.65974,0.64991,0.66925,0.66868
1515030480,0.66868,0.66123,0.68157,0.67278
1515030720,0.67281,0.67002,0.69686,0.68761
1515030960,0.6875,0.6774,0.6959,0.6927
1515031200,0.6932,0.6669,0.70906,0.66746
1515031440,0.66714,0.66561,0.70115,0.70014
1515031680,0.70021,0.68045,0.70318,0.6808
1515031920,0.68041,0.6427,0.68471,0.6436
1515032160,0.64335,0.63061,0.65284,0.64392
1515032400,0.64446,0.64352,0.6846,0.68067
1515032640,0.68067,0.67486,0.69198,0.68763
1515032880,0.68808,0.68122,0.69704,0.69527
1515033120,0.69551,0.68268,0.69976,0.68371
1515033360,0.68414,0.68051,0.70109,0.68711
1515033600,0.68757,0.68558,0.70725,0.69484
1515033840,0.69501,0.6922,0.71204,0.70492
1515034080,0.70471,0.69807,0.71713,0.71666
1515034320,0.71711,0.71564,0.74555,0.73636
1515034560,0.73674,0.72328,0.74703,0.7246
1515034800,0.72472,0.69384,0.72751,0.69482
1515035040,0.69427,0.68289,0.70392,0.6864
1515035280,0.68594,0.66574,0.6911,0.67262
1515035520,0.67223,0.66457,0.68223,0.66672
1515035760,0.66643,0.66276,0.6873,0.67622
1515036000,0.67623,0.65675,0.68529,0.68112
1515036240,0.6807,0.66022,0.68287,0.67592
1515036480,0.67633,0.66175,0.70077,0.70016
1515036720,0.69972,0.67044,0.69972,0.67314
1515036960,0.67263,0.66287,0.68645,0.68438
1515037200,0.68433,0.68169,0.69804,0.69446
1515037440,0.6949,0.6835,0.70485,0.70377
1515037680,0.70391,0.69651,0.70844,0.70546
1515037920,0.70562,0.70186,0.72314,0.70567
1515038160,0.70572,0.68575,0.71305,0.68617
1515038400,0.68595,0.66651,0.68782,0.67041
1515038640,0.66998,0.6484,0.67243,0.65628
1515038880,0.65663,0.63871,0.66411,0.65424
1515039120,0.65428,0.63514,0.65736,0.63578
1515039360,0.63521,0.62964,0.6415,0.6376
1515039600,0.63795,0.6294,0.64216,0.63192
1515039840,0.63211,0.61235,0.63999,0.63889
1515040080,0.63865,0.6374,0.65962,0.6487
1515040320,0.64857,0.64197,0.67345,0.6728
1515040560,0.67304,0.65886,0.67847,0.6609
1515040800,0.66097,0.65497,0.67435,0.6741
1515041040,0.67441,0.66098,0.67441,0.66125
1515041280,0.66118,0.66075,0.67703,0.6721
1515041520,0.67236,0.66321,0.6785,0.66768
1515041760,0.66787,0.65971,0.67192,0.66749
1515042000,0.66742,0.66742,0.68811,0.68045
1515042240,0.68057,0.65514,0.68575,0.66083
1515042480,0.66131,0.65483,0.67831,0.67085
1515042720,0.671,0.65095,0.67506,0.66301
1515042960,0.66282,0.65378,0.67776,0.66937
1515043200,0.66944,0.63841,0.67005,0.65287
1515043440,0.65295,0.63334,0.65832,0.63334
1515043680,0.63277,0.62124,0.65079,0.62183
1515043920,0.62132,0.60714,0.62197,0.61484
1515044160,0.61484,0.6065,0.61915,0.61674
1515044400,0.61646,0.58217,0.62327,0.59064
1515044640,0.59095,0.57706,0.59445,0.58394
1515044880,0.58433,0.57659,0.59139,0.58621
1515045120,0.58665,0.57863,0.59155,0.59008
1515045360,0.58972,0.58654,0.60303,0.5971
1515045600,0.5971,0.59114,0.61728,0.60999
1515045840,0.60971,0.60046,0.61832,0.60774
1515046080,0.6078,0.60641,0.63715,0.62336
1515046320,0.6232,0.60831,0.6419,0.64018
1515046560,0.63962,0.63352,0.64803,0.63807
1515046800,0.63791,0.61979,0.63909,0.63219
1515047040,0.63273,0.62515,0.64834,0.63845
1515047280,0.63846,0.61581,0.6401,0.63725
1515047520,0.63776,0.63427,0.64679,0.64372
1515047760,0.64399,0.63348,0.65253,0.64019
1515048000,0.64006,0.63534,0.65123,0.64007
1515048240,0.64045,0.6163,0.64961,0.6184
1515048480,0.6187,0.60661,0.61984,0.60891
1515048720,0.60848,0.5954,0.6158,0.61109
1515048960,0.61125,0.60121,0.62505,0.60713
1515049200,0.60762,0.60306,0.63,0.61622
1515049440,0.61653,0.58029,0.61875,0.58622
1515049680,0.5864,0.56248,0.5864,0.56695
1515049920,0.56641,0.55958,0.57321,0.56321
1515050160,0.56363,0.56171,0.59289,0.58889
1515050400,0.58861,0.5848,0.61318,0.60567
1515050640,0.60573,0.59743,0.62853,0.62743
1515050880,0.62724,0.61737,0.64925,0.64671
1515051120,0.64673,0.63515,0.64866,0.6406
1515051360,0.64007,0.64007,0.66157,0.65283
1515051600,0.65273,0.63873,0.6547,0.64374
1515051840,0.64333,0.64099,0.65476,0.64877
1515052080,0.64926,0.63216,0.65213,0.64388
1515052320,0.64434,0.63195,0.64466,0.63773
1515052560,0.63741,0.61976,0.63967,0.62341
1515052800,0.6238,0.623,0.63694,0.63153
1515053040,0.63178,0.63158,0.65223,0.64588
1515053280,0.64603,0.64336,0.65988,0.6546
1515053520,0.6546,0.64247,0.6686,0.64601
1515053760,0.64596,0.64538,0.67143,0.67018
1515054000,0.67044,0.65125,0.6801,0.67968
1515054240,0.67916,0.65135,0.67971,0.66092
1515054480,0.66064,0.65521,0.66725,0.6642
1515054720,0.66425,0.66239,0.67336,0.66451
1515054960,0.66437,0.6547,0.67703,0.66108
1515055200,0.66096,0.64671,0.66709,0.65214
1515055440,0.65248,0.65115,0.6638,0.65915
1515055680,0.65882,0.64156,0.66055,0.64202
1515055920,0.6421,0.62712,0.65263,0.64117
1515056160,0.64118,0.63751,0.6616,0.6507
1515056400,0.65106,0.63212,0.65607,0.63498
1515056640,0.63472,0.62788,0.64823,0.63113
1515056880,0.63141,0.60588,0.63433,0.61346
1515057120,0.6136,0.5952,0.622,0.60258
1515057360,0.60306,0.59614,0.61469,0.60725
1515057600,0.60727,0.5937,0.61047,0.59713
1515057840,0.59701,0.59497,0.61096,0.60071
1515058080,0.60112,0.59556,0.61183,0.61051
1515058320,0.61004,0.60741,0.63364,0.61995
1515058560,0.61977,0.61312,0.63147,0.61924
1515058800,0.61911,0.61744,0.64476,0.63415
1515059040,0.63448,0.62934,0.6521,0.62988
1515059280,0.62957,0.61266,0.63826,0.61877
1515059520,0.61892,0.61357,0.62891,0.61702
1515059760,0.61693,0.60155,0.62435,0.60455
1515060000,0.60484,0.59373,0.61055,0.60792
1515060240,0.60799,0.57581,0.60884,0.58459
1515060480,0.5847,0.58086,0.61683,0.61229
1515060720,0.61281,0.59847,0.61526,0.60434
1515060960,0.60401,0.57748,0.62011,0.57823
1515061200,0.57867,0.55567,0.58308,0.567
1515061440,0.56745,0.56691,0.58667,0.58504
1515061680,0.58499,0.5674,0.58719,0.58191
1515061920,0.58181,0.58027,0.61091,0.60882
1515062160,0.60919,0.59005,0.61726,0.60474
1515062400,0.60467,0.5942,0.61211,0.60629
1515062640,0.60634,0.59127,0.60987,0.5972
1515062880,0.5971,0.58558,0.60322,0.58937
1515063120,0.58927,0.56586,0.58968,0.57073
1515063360,0.57016,0.56796,0.58647,0.57365
1515063600,0.5738,0.56173,0.59253,0.58825
1515063840,0.58821,0.5746,0.59976,0.57542
1515064080,0.576,0.55892,0.57856,0.562
1515064320,0.56206,0.5603,0.60395,0.59669
1515064560,0.59669,0.55583,0.59683,0.55848
1515064800,0.55817,0.54891,0.56515,0.55914
1515065040,0.55949,0.54404,0.55965,0.55514
1515065280,0.55487,0.532,0.55757,0.53913
1515065520,0.53957,0.53499,0.54768,0.53742
1515065760,0.53686,0.52023,0.54082,0.52432
1515066000,0.5244,0.52099,0.54512,0.53921
1515066240,0.53916,0.53193,0.55029,0.53923
1515066480,0.53934,0.53769,0.55418,0.5462
1515066720,0.54579,0.5442,0.56015,0.54806
1515066960,0.5476,0.53908,0.55182,0.54643
1515067200,0.54616,0.53833,0.55077,0.54775
1515067440,0.54722,0.52277,0.55476,0.52511
1515067680,0.52557,0.51922,0.5425,0.54218
1515067920,0.54265,0.53823,0.54806,0.5385
1515068160,0.53844,0.53221,0.55625,0.54931
1515068400,0.54964,0.54423,0.57006,0.56955
1515068640,0.56968,0.56968,0.58935,0.58364
1515068880,0.58377,0.55985,0.58624,0.56081
1515069120,0.56084,0.5473,0.56136,0.55183
1515069360,0.55135,0.54245,0.5596,0.5443
1515069600,0.54481,0.54265,0.56092,0.55857
1515069840,0.55862,0.52921,0.559,0.5312
1515070080,0.53071,0.53071,0.55237,0.54956
1515070320,0.54967,0.53722,0.55444,0.54669
1515070560,0.54702,0.53406,0.55487,0.5398
1515070800,0.53978,0.53121,0.54481,0.54046
1515071040,0.54058,0.5304,0.55331,0.54204
1515071280,0.54198,0.52286,0.54198,0.52807
1515071520,0.52751,0.52198,0.55445,0.54904
1515071760,0.54946,0.54816,0.57709,0.56563
1515072000,0.56531,0.55757,0.57235,0.56145
1515072240,0.56124,0.55224,0.56942,0.55596
1515072480,0.55617,0.5203,0.56465,0.52266
1515072720,0.5223,0.51433,0.52684,0.51865
1515072960,0.51894,0.50987,0.53086,0.51275
1515073200,0.51242,0.50677,0.5193,0.51162
1515073440,0.51162,0.50773,0.52332,0.52008
1515073680,0.51973,0.51509,0.52637,0.51901
1515073920,0.51896,0.5152,0.5434,0.54186
1515074160,0.54148,0.53714,0.55654,0.55427
1515074400,0.55378,0.55178,0.56607,0.56555
1515074640,0.56547,0.55334,0.57708,0.55936
1515074880,0.55967,0.5411,0.5617,0.54181
1515075120,0.54192,0.53825,0.56152,0.5585
1515075360,0.55844,0.5326,0.56175,0.54385
1515075600,0.5444,0.5248,0.54788,0.52931
1515075840,0.52922,0.52837,0.55194,0.55148
1515076080,0.55115,0.53614,0.55628,0.54442
1515076320,0.54394,0.54394,0.56853,0.5595
1515076560,0.55989,0.55938,0.57652,0.57129
1515076800,0.57185,0.56185,0.59095,0.57718
1515077040,0.57725,0.57337,0.58976,0.58031
1515077280,0.58038,0.57756,0.59347,0.58809
1515077520,0.58796,0.56664,0.59817,0.57139
1515077760,0.57195,0.56309,0.58129,0.57411
1515078000,0.57397,0.57076,0.6059,0.60468
1515078240,0.60507,0.60366,0.62219,0.61174
1515078480,0.61228,0.59786,0.61845,0.60981
1515078720,0.61036,0.60767,0.64235,0.64033
1515078960,0.64001,0.63649,0.66463,0.64951
1515079200,0.64913,0.63138,0.64913,0.64829
1515079440,0.64835,0.63878,0.65899,0.64239
1515079680,0.64261,0.63033,0.64415,0.63416
1515079920,0.63408,0.61463,0.63895,0.61624
1515080160,0.61654,0.61273,0.63258,0.62915
1515080400,0.6292,0.6239,0.64865,0.64534
1515080640,0.6449,0.62063,0.64523,0.62294
1515080880,0.62336,0.61297,0.63309,0.62615
1515081120,0.62626,0.62585,0.65307,0.64867
1515081360,0.64842,0.63792,0.65747,0.64426
1515081600,0.64441,0.63147,0.65968,0.64405
1515081840,0.64395,0.63696,0.66204,0.64666
1515082080,0.64718,0.61953,0.6504,0.62283
1515082320,0.62341,0.61788,0.64992,0.64631
1515082560,0.64616,0.61725,0.64816,0.61725
1515082800,0.61756,0.61071,0.62626,0.61497
1515083040,0.61526,0.60172,0.61802,0.60282
1515083280,0.60304,0.60298,0.63677,0.62531
1515083520,0.62561,0.6192,0.63901,0.62956
1515083760,0.62926,0.62174,0.64602,0.64244
1515084000,0.64209,0.63652,0.65065,0.64218
1515084240,0.64196,0.62874,0.64725,0.63528
1515084480,0.63579,0.6128,0.6374,0.61631
1515084720,0.61671,0.60108,0.62533,0.60246
1515084960,0.60281,0.57729,0.61465,0.57856
1515085200,0.57898,0.57292,0.59241,0.58537
1515085440,0.58556,0.58268,0.60255,0.59921
1515085680,0.5989,0.58474,0.6095,0.58846
1515085920,0.58826,0.56859,0.59011,0.57981
1515086160,0.57957,0.56779,0.5874,0.57273
1515086400,0.57228,0.5641,0.58415,0.58337
1515086640,0.58348,0.5813,0.61356,0.60842
1515086880,0.6082,0.58482,0.60875,0.59454
1515087120,0.59451,0.59202,0.61307,0.60353
1515087360,0.60389,0.59694,0.62018,0.61908
1515087600,0.61939,0.6049,0.62659,0.61278
1515087840,0.61264,0.60806,0.63124,0.62738
1515088080,0.62714,0.61729,0.62896,0.62247
1515088320,0.62251,0.60193,0.62854,0.60969
1515088560,0.61008,0.60549,0.61861,0.61723
1515088800,0.61703,0.60842,0.62159,0.61999
1515089040,0.61942,0.60815,0.629,0.6146
1515089280,0.6142,0.59251,0.61587,0.60219
1515089520,0.60269,0.60243,0.62151,0.61804
1515089760,0.6175,0.59777,0.61995,0.60024
1515090000,0.6001,0.57885,0.60045,0.59059
1515090240,0.59085,0.58786,0.60827,0.59789
1515090480,0.59806,0.59332,0.60908,0.60596
1515090720,0.60547,0.59755,0.62278,0.6215
1515090960,0.62145,0.60451,0.62233,0.60687
1515091200,0.60688,0.59695,0.62163,0.60141
1515091440,0.60168,0.57443,0.61485,0.57745
1515091680,0.57693,0.5706,0.5904,0.5904
1515091920,0.59016,0.57728,0.59312,0.58902
1515092160,0.58901,0.58104,0.62694,0.62552
1515092400,0.62585,0.6185,0.63544,0.62681
1515092640,0.62681,0.59103,0.62843,0.60062
1515092880,0.60017,0.58062,0.60133,0.60071
1515093120,0.60039,0.59116,0.61373,0.59187
1515093360,0.59139,0.56698,0.59459,0.58196
1515093600,0.58161,0.5609,0.58161,0.57001
1515093840,0.57033,0.56654,0.5907,0.59051
1515094080,0.59061,0.58823,0.60646,0.59559
1515094320,0.59568,0.57861,0.59886,0.58318
1515094560,0.58362,0.58362,0.60125,0.58543
1515094800,0.5854,0.56921,0.58866,0.57693
1515095040,0.5771,0.55004,0.58243,0.55866
1515095280,0.55822,0.54879,0.56456,0.55377
1515095520,0.55336,0.54994,0.57767,0.55288
1515095760,0.55271,0.5322,0.55664,0.53608
1515096000,0.53604,0.51689,0.53948,0.53341
1515096240,0.53349,0.51641,0.53802,0.52434
1515096480,0.52454,0.52268,0.53606,0.5247
1515096720,0.52452,0.50738,0.5292,0.5261
1515096960,0.52653,0.52151,0.53814,0.52239
1515097200,0.52255,0.51294,0.5371,0.53241
1515097440,0.53214,0.52201,0.54183,0.52715
1515097680,0.52689,0.52133,0.5363,0.52265
1515097920,0.52266,0.50126,0.52478,0.51313
1515098160,0.51264,0.50204,0.52869,0.51815
1515098400,0.51835,0.51336,0.53963,0.53917
1515098640,0.53967,0.53962,0.56179,0.55937
1515098880,0.55937,0.54141,0.55953,0.54752
1515099120,0.54774,0.53737,0.55202,0.53737
1515099360,0.5377,0.50749,0.54303,0.50954
1515099600,0.51011,0.49667,0.52294,0.49879
1515099840,0.49931,0.49907,0.52765,0.52765
1515100080,0.52714,0.51538,0.53001,0.52168
1515100320,0.52154,0.51145,0.53237,0.52938
1515100560,0.52902,0.50538,0.53405,0.50538
1515100800,0.50516,0.49798,0.51537,0.50038
1515101040,0.50076,0.47555,0.50189,0.47716
1515101280,0.47701,0.47549,0.49561,0.48214
1515101520,0.48211,0.46516,0.49075,0.47104
1515101760,0.4713,0.46438,0.48291,0.46647
1515102000,0.4659,0.46315,0.49046,0.48399
1515102240,0.48382,0.4741,0.48985,0.47455
1515102480,0.47474,0.46196,0.47525,0.47097
1515102720,0.47137,0.44547,0.47267,0.44988
1515102960,0.44933,0.44202,0.46051,0.45205
1515103200,0.45222,0.43799,0.47039,0.46493
1515103440,0.46533,0.46127,0.49197,0.48141
1515103680,0.48153,0.47111,0.49195,0.4736
1515103920,0.47371,0.46762,0.48046,0.46796
1515104160,0.46815,0.45469,0.47333,0.45578
1515104400,0.45621,0.45051,0.46863,0.46151
1515104640,0.46157,0.43482,0.46243,0.44898
1515104880,0.44948,0.44374,0.46945,0.46894
1515105120,0.46894,0.45681,0.48085,0.46574
1515105360,0.46531,0.45657,0.49035,0.48671
1515105600,0.48665,0.47848,0.50122,0.49948
1515105840,0.49976,0.48558,0.50187,0.49496
1515106080,0.49446,0.48764,0.5012,0.49149
1515106320,0.49124,0.49102,0.5107,0.50219
1515106560,0.50177,0.49307,0.51386,0.51252
1515106800,0.51299,0.50013,0.51717,0.50779
1515107040,0.50783,0.50058,0.52077,0.50082
1515107280,0.50052,0.48373,0.50223,0.49878
1515107520,0.49918,0.49352,0.50969,0.50486
1515107760,0.5046,0.49686,0.51088,0.51022
1515108000,0.51064,0.507,0.53156,0.52863
1515108240,0.52898,0.52878,0.5559,0.54948
1515108480,0.54968,0.54842,0.56369,0.55604
1515108720,0.55642,0.53837,0.55996,0.55348
1515108960,0.55323,0.53758,0.55432,0.53943
1515109200,0.53978,0.5025,0.54194,0.505
1515109440,0.50534,0.48232,0.5104,0.48298
1515109680,0.4828,0.45933,0.49109,0.46066
1515109920,0.46063,0.4494,0.47007,0.44998
1515110160,0.44948,0.43704,0.45133,0.44461
1515110400,0.4446,0.40741,0.44757,0.40741
1515110640,0.40702,0.39929,0.41532,0.40142
1515110880,0.40152,0.39954,0.41542,0.40316
1515111120,0.40355,0.40059,0.41795,0.41192
1515111360,0.41178,0.40449,0.43838,0.43773
1515111600,0.43817,0.43737,0.45759,0.45677
1515111840,0.45688,0.45639,0.47592,0.47542
1515112080,0.47499,0.44087,0.47686,0.44323
1515112320,0.44335,0.43897,0.47505,0.47039
1515112560,0.47049,0.44639,0.4745,0.45849
1515112800,0.45847,0.4382,0.46046,0.44754
1515113040,0.44777,0.43163,0.45392,0.44291
1515113280,0.44348,0.43294,0.45344,0.44803
1515113520,0.44782,0.43328,0.45154,0.43741
1515113760,0.4376,0.43506,0.45742,0.4532
1515114000,0.45324,0.44378,0.46833,0.46464
1515114240,0.46482,0.44244,0.47001,0.45569
1515114480,0.45605,0.45222,0.46228,0.45495
1515114720,0.45452,0.43928,0.46356,0.43956
1515114960,0.43951,0.42241,0.44117,0.42315
1515115200,0.42361,0.39162,0.43326,0.40075
1515115440,0.40058,0.39779,0.40972,0.40704
1515115680,0.40726,0.40567,0.41675,0.40873
1515115920,0.40824,0.39049,0.40986,0.39912
1515116160,0.39968,0.38969,0.40693,0.39116
1515116400,0.39085,0.36529,0.40005,0.36858
1515116640,0.36858,0.36193,0.38062,0.36837
1515116880,0.36811,0.35806,0.37873,0.37823
1515117120,0.37838,0.3419,0.37914,0.34425
1515117360,0.34437,0.33771,0.35477,0.35033
1515117600,0.3507,0.34315,0.35822,0.35035
1515117840,0.35027,0.34508,0.36896,0.35638
1515118080,0.35609,0.35469,0.37861,0.36323
1515118320,0.36362,0.34032,0.3663,0.35069
1515118560,0.35059,0.33875,0.35298,0.34741
1515118800,0.34785,0.34133,0.35891,0.35201
1515119040,0.35194,0.35023,0.37447,0.36767
1515119280,0.36727,0.3619,0.39336,0.38433
1515119520,0.38408,0.35794,0.38882,0.38724
1515119760,0.38685,0.36919,0.38685,0.36993
1515120000,0.37015,0.34172,0.37052,0.34544
1515120240,0.34562,0.33587,0.35015,0.3384
1515120480,0.33859,0.33783,0.37946,0.37244
1515120720,0.37272,0.33967,0.37827,0.34114
1515120960,0.34097,0.31604,0.34332,0.31764
1515121200,0.31746,0.31526,0.33703,0.32656
1515121440,0.32689,0.31229,0.33038,0.32532
1515121680,0.32538,0.31284,0.33205,0.3192
1515121920,0.31938,0.30892,0.32252,0.31281
1515122160,0.31337,0.31307,0.34134,0.34096
1515122400,0.34149,0.34035,0.35969,0.35331
1515122640,0.35386,0.3324,0.35932,0.35385
1515122880,0.35347,0.34029,0.35593,0.35395
1515123120,0.3537,0.34425,0.35666,0.34956
1515123360,0.34945,0.34126,0.3697,0.36895
1515123600,0.36903,0.36758,0.39278,0.38692
1515123840,0.38715,0.37177,0.39334,0.37636
1515124080,0.37612,0.37046,0.38085,0.37305
1515124320,0.37264,0.36987,0.39405,0.37309
1515124560,0.37317,0.35726,0.37964,0.35793
1515124800,0.3585,0.35409,0.36996,0.36583
1515125040,0.36622,0.34888,0.37421,0.35586
1515125280,0.35619,0.34122,0.35725,0.34819
1515125520,0.34785,0.3456,0.37,0.36343
1515125760,0.36333,0.35864,0.37257,0.36864
1515126000,0.36908,0.35392,0.37186,0.35759
1515126240,0.35738,0.34153,0.35817,0.34153
1515126480,0.34188,0.33846,0.37015,0.35979
1515126720,0.35971,0.35828,0.37245,0.35998
1515126960,0.35956,0.34641,0.37452,0.3473
1515127200,0.34775,0.33832,0.35258,0.3512
1515127440,0.35118,0.33276,0.3574,0.34188
1515127680,0.3413,0.33229,0.35264,0.33424
1515127920,0.33378,0.31738,0.33427,0.31948
1515128160,0.3191,0.31503,0.33615,0.33272
1515128400,0.33257,0.31732,0.33558,0.32113
1515128640,0.32161,0.313,0.34048,0.32718
1515128880,0.32686,0.31782,0.33442,0.32541
1515129120,0.32487,0.32174,0.33322,0.33111
1515129360,0.33131,0.32604,0.34661,0.34122
1515129600,0.34081,0.33499,0.35912,0.35531
1515129840,0.35558,0.35026,0.37077,0.35908
1515130080,0.35943,0.33046,0.36092,0.34766
1515130320,0.3474,0.33885,0.37038,0.36561
1515130560,0.36505,0.36183,0.37987,0.37548
1515130800,0.37506,0.364,0.39017,0.37333
1515131040,0.37286,0.35925,0.37348,0.36974
1515131280,0.36954,0.35409,0.38376,0.3579
1515131520,0.35836,0.34312,0.36051,0.34811
1515131760,0.3481,0.34772,0.37025,0.36632
1515132000,0.36675,0.36255,0.3809,0.37793
1515132240,0.37784,0.3652,0.38435,0.36989
1515132480,0.36957,0.36688,0.38357,0.37578
1515132720,0.37575,0.37183,0.43179,0.42965
1515132960,0.42921,0.42193,0.4557,0.4557
1515133200,0.45536,0.43807,0.45999,0.4594
1515133440,0.45925,0.45586,0.47192,0.47138
1515133680,0.47134,0.45249,0.47266,0.45508
1515133920,0.45541,0.44617,0.45982,0.4502
1515134160,0.45,0.44783,0.46957,0.46701
1515134400,0.46654,0.46635,0.48915,0.47014
1515134640,0.46961,0.44574,0.47069,0.45634
1515134880,0.45683,0.44467,0.46374,0.44582
1515135120,0.44558,0.44418,0.45889,0.45839
1515135360,0.45819,0.44582,0.46663,0.46652
1515135600,0.46657,0.45293,0.47466,0.45863
1515135840,0.4589,0.43994,0.46106,0.44643
1515136080,0.44594,0.44441,0.47399,0.46789
1515136320,0.46754,0.45768,0.47111,0.4651
1515136560,0.46557,0.44258,0.46582,0.44458
1515136800,0.4448,0.42913,0.44935,0.44205
1515137040,0.4426,0.43607,0.45271,0.43687
1515137280,0.43666,0.40878,0.4394,0.41042
1515137520,0.41072,0.40811,0.42811,0.41899
1515137760,0.41905,0.41455,0.43669,0.43585
1515138000,0.43636,0.41386,0.44027,0.42054
1515138240,0.42019,0.42002,0.44063,0.42824
1515138480,0.42839,0.41394,0.44181,0.43898
1515138720,0.43843,0.43683,0.46652,0.46649
1515138960,0.46691,0.45536,0.47687,0.45797
1515139200,0.45769,0.45122,0.47148,0.46844
1515139440,0.46859,0.46714,0.48992,0.4863
1515139680,0.48584,0.48385,0.52819,0.52724
1515139920,0.52692,0.51611,0.53223,0.52105
1515140160,0.52152,0.51317,0.52865,0.51887
1515140400,0.51902,0.51484,0.52815,0.52145
1515140640,0.52115,0.50399,0.5264,0.50749
1515140880,0.50734,0.50285,0.52609,0.52346
1515141120,0.52347,0.51688,0.53229,0.52763
1515141360,0.52797,0.49545,0.53534,0.49815
1515141600,0.49865,0.47581,0.49984,0.4772
1515141840,0.47776,0.47015,0.49349,0.48346
1515142080,0.48362,0.47036,0.49416,0.4857
1515142320,0.48601,0.48225,0.50839,0.50723
1515142560,0.50747,0.50522,0.52858,0.52061
1515142800,0.52007,0.49896,0.52374,0.50117
1515143040,0.50107,0.49525,0.51828,0.49558
1515143280,0.49581,0.48534,0.50555,0.50247
1515143520,0.50279,0.49081,0.50804,0.49089
1515143760,0.4909,0.4521,0.4931,0.45245
1515144000,0.45193,0.43132,0.4538,0.43175
1515144240,0.43219,0.43165,0.47095,0.46153
1515144480,0.4616,0.45814,0.47566,0.46615
1515144720,0.46649,0.45754,0.47003,0.46648
1515144960,0.46677,0.45958,0.47392,0.46956
1515145200,0.46934,0.46551,0.49971,0.49687
1515145440,0.49743,0.49699,0.53086,0.51554
1515145680,0.51611,0.50774,0.53024,0.51293
1515145920,0.513,0.49807,0.51707,0.49984
1515146160,0.49932,0.47951,0.5037,0.48403
1515146400,0.48422,0.48245,0.49865,0.49267
1515146640,0.49232,0.4822,0.50646,0.50054
1515146880,0.50103,0.49062,0.51006,0.50955
1515147120,0.50899,0.49415,0.51026,0.4983
1515147360,0.49818,0.48146,0.51077,0.50934
1515147600,0.50985,0.50832,0.52508,0.51302
1515147840,0.51345,0.51082,0.54806,0.54658
1515148080,0.54714,0.54292,0.55702,0.54896
1515148320,0.54924,0.52583,0.5541,0.53418
1515148560,0.53397,0.51962,0.53397,0.52531
1515148800,0.52564,0.52238,0.54213,0.54075
1515149040,0.54117,0.5351,0.55435,0.54895
1515149280,0.54881,0.5327,0.55276,0.53808
1515149520,0.53821,0.53342,0.55248,0.54309
1515149760,0.54364,0.53751,0.55654,0.54348
1515150000,0.54357,0.54191,0.58217,0.57613
1515150240,0.57609,0.5439,0.57631,0.54486
1515150480,0.54529,0.53547,0.55185,0.53799
1515150720,0.53791,0.52415,0.54847,0.53597
1515150960,0.53554,0.52949,0.55363,0.55095
1515151200,0.5508,0.54189,0.57374,0.57192
1515151440,0.57214,0.57028,0.58447,0.58215
1515151680,0.582,0.582,0.59985,0.59626
1515151920,0.59603,0.58828,0.61015,0.58976
1515152160,0.58955,0.58333,0.60186,0.59953
1515152400,0.59969,0.59324,0.6163,0.59524
1515152640,0.5952,0.58191,0.6015,0.58351
1515152880,0.58367,0.57956,0.60405,0.60047
1515153120,0.6004,0.59928,0.62089,0.61272
1515153360,0.61252,0.61147,0.63021,0.62638
1515153600,0.62693,0.60455,0.62884,0.61242
1515153840,0.61215,0.59167,0.61236,0.60124
1515154080,0.60107,0.58874,0.61577,0.61551
1515154320,0.61565,0.58731,0.61721,0.58851
1515154560,0.58858,0.57188,0.59393,0.59286
1515154800,0.59277,0.59135,0.60639,0.59647
1515155040,0.59628,0.58534,0.61321,0.61093
1515155280,0.61038,0.60033,0.62071,0.61193
1515155520,0.61196,0.5716,0.61437,0.58535
1515155760,0.58489,0.57475,0.59487,0.59487
1515156000,0.59484,0.59374,0.61716,0.61463
