T,O,H,L,C
1500836400,1.87806,1.87806,1.61601,1.61601
1500840000,1.64381,1.869,1.64381,1.85322
1500843600,1.84103,1.84103,1.53186,1.59667
1500847200,1.60785,1.9005,1.5988,1.9005
1500850800,1.94003,1.97364,1.7937,1.85024
1500854400,1.87806,1.9883,1.87806,1.9883
1500858000,2.00289,2.00289,1.88849,1.97001
1500861600,2.01051,2.15033,1.98144,2.15033
1500865200,2.19119,2.19119,2.1413,2.17567
1500868800,2.21145,2.24161,1.8943,1.8943
1500872400,1.87806,1.87806,1.58176,1.58176
1500876000,1.57756,1.66984,1.57756,1.59028
1500879600,1.54631,1.54634,1.4684,1.51685
1500883200,1.45613,1.91767,1.41606,1.91767
1500886800,2.01157,2.87032,2.01157,2.87032
1500890400,2.87806,3.21175,2.87806,3.21175
1500894000,3.24815,3.24815,2.97574,3.03407
1500897600,3.0651,3.06627,2.78669,2.79289
1500901200,2.74784,2.74784,2.2963,2.2963
1500904800,2.26163,2.26163,1.98944,1.98944
1500908400,1.87806,1.87806,1.5637,1.74134
1500912000,1.75784,1.75784,1.36765,1.36765
1500915600,1.31935,1.31935,0.890973,0.890973
1500919200,0.868938,1.15789,0.834345,1.15789
1500922800,1.259,1.64021,1.259,1.60177
1500926400,1.62806,1.75391,1.62806,1.75391
1500930000,1.76865,1.94767,1.76865,1.91884
1500933600,1.90888,2.57197,1.90888,2.56298
1500937200,2.54356,2.54356,2.37552,2.37552
1500940800,2.39325,2.41224,1.98677,1.98677
1500944400,1.87806,1.87806,1.04914,1.04914
1500948000,0.994095,0.994095,0.886859,0.916575
1500951600,0.927577,1.0715,0.902427,1.0715
1500955200,1.11158,1.64913,1.11158,1.64913
1500958800,1.71611,1.90043,1.71611,1.84193
1500962400,1.87806,1.99461,1.87806,1.9872
1500966000,2.04267,2.08381,1.86126,2.08381
1500969600,2.17533,2.38192,2.17533,2.38192
1500973200,2.41918,2.43804,1.8304,1.8304
1500976800,1.74572,1.94331,1.7341,1.91655
1500980400,1.87806,1.87806,1.71767,1.71767
1500984000,1.70027,1.70603,1.55606,1.55606
1500987600,1.48638,1.48638,1.04047,1.04047
1500991200,0.983757,0.983757,0.832891,0.849488
1500994800,0.839112,0.925775,0.839112,0.917262
1500998400,0.878061,0.962606,0.814888,0.962606
1501002000,1.0141,1.48612,1.0141,1.48612
1501005600,1.52217,1.75385,1.52217,1.7417
1501009200,1.75932,1.81621,1.75932,1.78936
1501012800,1.78326,1.8942,1.78326,1.8942
1501016400,1.87806,1.93119,1.79843,1.92254
1501020000,1.90583,1.90583,1.50085,1.50085
1501023600,1.44162,1.45702,1.38545,1.44744
1501027200,1.51963,1.81799,1.51963,1.81799
1501030800,1.83483,2.17298,1.83483,2.15984
1501034400,2.12806,2.12806,1.86109,1.88483
1501038000,1.93229,2.30869,1.93229,2.27809
1501041600,2.23864,2.23864,1.84801,1.86999
1501045200,1.85723,1.98082,1.74278,1.98082
1501048800,1.99269,1.99528,1.89678,1.89678
1501052400,1.87806,2.07277,1.86767,2.07277
1501056000,2.07229,2.07229,1.63942,1.68851
1501059600,1.7551,2.17057,1.7551,2.17057
1501063200,2.23145,2.57631,2.23145,2.57631
1501066800,2.62816,2.68612,2.22144,2.22144
1501070400,2.12806,2.12806,1.81081,1.82662
1501074000,1.80695,1.85409,1.75653,1.75887
1501077600,1.76925,1.76982,1.7052,1.73227
1501081200,1.71006,1.78474,1.7006,1.78474
1501084800,1.84074,2.14154,1.84074,1.92416
1501088400,1.87806,1.87806,1.46162,1.46162
1501092000,1.39642,1.40111,1.35149,1.39077
1501095600,1.39333,1.67148,1.39333,1.67148
1501099200,1.74529,2.29418,1.74529,2.29418
1501102800,2.36302,2.84362,2.36302,2.84362
1501106400,2.87806,3.18055,2.87806,3.18055
1501110000,3.14777,3.14777,2.86651,2.86871
1501113600,2.88761,2.93004,2.8632,2.91955
1501117200,2.87331,2.87331,2.24565,2.24565
1501120800,2.19408,2.19408,1.97479,1.97479
1501124400,1.87806,1.87806,1.43234,1.43234
1501128000,1.36412,1.36412,1.21483,1.25557
1501131600,1.28724,1.63026,1.28724,1.63026
1501135200,1.65119,1.86779,1.63169,1.86779
1501138800,1.87612,1.90718,1.85975,1.88121
1501142400,1.87806,1.87806,1.56145,1.56145
1501146000,1.55972,1.71773,1.55201,1.71773
1501149600,1.78528,2.28449,1.78528,2.28449
1501153200,2.34866,2.42024,2.33704,2.33704
1501156800,2.26679,2.26679,1.9319,1.9319
1501160400,1.87806,1.87806,1.61921,1.61921
1501164000,1.60044,1.60044,1.33119,1.33119
1501167600,1.26244,1.26244,0.76437,0.76437
1501171200,0.700509,1.12775,0.700509,1.12775
1501174800,1.21467,1.53799,1.21467,1.44581
1501178400,1.37806,1.49277,1.25918,1.49277
1501182000,1.50118,1.61598,1.50118,1.6121
1501185600,1.61139,1.71811,1.61139,1.71811
1501189200,1.78256,1.99327,1.78256,1.85346
1501192800,1.8447,1.8759,1.81567,1.84006
1501196400,1.87806,2.00271,1.87806,2.00271
1501200000,2.02783,2.25514,2.02783,2.22863
1501203600,2.21917,2.33401,2.18284,2.24513
1501207200,2.26617,2.33988,2.11776,2.33988
1501210800,2.3877,2.64741,2.3877,2.64741
1501214400,2.62806,2.62806,2.44909,2.44909
1501218000,2.43938,2.43938,2.18855,2.35239
1501221600,2.37307,2.37307,1.91566,1.92115
1501225200,1.92996,2.12662,1.92996,1.96227
1501228800,1.94833,1.95748,1.86212,1.87444
1501232400,1.87806,1.8818,1.65202,1.65202
1501236000,1.60291,1.69292,1.57838,1.69292
1501239600,1.74459,2.01229,1.74459,1.98885
1501243200,1.95396,1.97045,1.83646,1.83646
1501246800,1.85688,1.96322,1.6521,1.6521
1501250400,1.62806,1.71343,1.54152,1.71343
1501254000,1.69945,1.90398,1.6329,1.90398
1501257600,1.96671,2.09343,1.93284,2.09343
1501261200,2.10922,2.15139,2.09166,2.15139
1501264800,2.1812,2.1827,1.91571,1.91571
1501268400,1.87806,1.87806,1.58066,1.58066
1501272000,1.5074,1.5074,1.33591,1.48822
1501275600,1.54815,1.98317,1.54815,1.98317
1501279200,1.96499,1.96499,1.59943,1.59943
1501282800,1.56744,1.56744,1.20759,1.20759
1501286400,1.12806,1.12806,0.999938,0.999938
1501290000,0.941902,1.03983,0.836507,1.03983
1501293600,1.16532,1.60731,1.16532,1.60731
1501297200,1.63439,2.15192,1.63439,2.15192
1501300800,2.17841,2.17841,1.96828,1.96828
1501304400,1.87806,1.87806,1.39082,1.40071
1501308000,1.42263,1.81926,1.42263,1.81926
1501311600,1.91988,2.17798,1.91988,2.17798
1501315200,2.21014,2.59072,2.20112,2.59072
1501318800,2.65062,2.68296,2.47646,2.62007
1501322400,2.62806,2.67652,2.62806,2.65311
1501326000,2.61277,2.61277,2.29154,2.29154
1501329600,2.28181,2.28181,2.15892,2.17779
1501333200,2.19873,2.3075,2.19873,2.27045
1501336800,2.22828,2.22828,1.91919,1.91919
1501340400,1.87806,1.87806,1.35349,1.35349
1501344000,1.28949,1.28949,1.12814,1.15718
1501347600,1.15559,1.25519,1.07584,1.07584
1501351200,1.09397,1.33385,1.09397,1.21277
1501354800,1.22126,1.60808,1.22126,1.60808
1501358400,1.62806,1.9181,1.62806,1.86583
1501362000,1.935,2.5418,1.935,2.5418
1501365600,2.58329,2.60895,2.20412,2.2049
1501369200,2.20115,2.20115,1.9974,1.9974
1501372800,1.98612,2.03174,1.92761,1.95789
1501376400,1.87806,1.87806,1.4469,1.4469
1501380000,1.45653,1.69242,1.45653,1.69242
1501383600,1.74165,2.01675,1.74165,2.01675
1501387200,2.01243,2.01243,1.83447,1.83582
1501390800,1.81358,1.81358,1.45221,1.45221
1501394400,1.37806,1.37806,1.11613,1.15783
1501398000,1.20036,1.62402,1.20036,1.62402
1501401600,1.67129,1.72279,1.59858,1.59858
1501405200,1.60616,2.02066,1.60616,2.02066
1501408800,2.08702,2.16314,1.92006,1.92006
1501412400,1.87806,1.87806,1.6381,1.6381
1501416000,1.60282,1.60282,1.33166,1.52444
1501419600,1.62475,1.75622,1.62475,1.75622
1501423200,1.77944,1.80068,1.7615,1.7615
1501426800,1.78787,1.8531,1.63357,1.63357
1501430400,1.62806,1.62806,1.56557,1.60177
1501434000,1.61041,1.61041,1.48018,1.54803
1501437600,1.61163,1.76219,1.61163,1.73832
1501441200,1.72228,1.79294,1.65989,1.65989
1501444800,1.69843,1.87533,1.69843,1.87533
1501448400,1.87806,1.95059,1.84814,1.95059
1501452000,1.99563,2.23137,1.99563,2.23137
1501455600,2.24367,2.25627,2.13186,2.17747
1501459200,2.17276,2.33641,2.17276,2.33641
1501462800,2.35304,2.35596,2.19948,2.19948
1501466400,2.12806,2.12806,1.74973,1.77762
1501470000,1.85811,1.98999,1.8114,1.8114
1501473600,1.76993,1.76993,1.47999,1.47999
1501477200,1.43168,1.72169,1.36327,1.72169
1501480800,1.76352,2.01591,1.76352,1.96719
1501484400,1.87806,1.87806,1.6409,1.82203
1501488000,1.88423,2.26727,1.88423,2.26727
1501491600,2.31233,2.35963,2.27222,2.32641
1501495200,2.30985,2.30985,2.00247,2.00247
1501498800,1.9869,2.01755,1.67342,1.67342
1501502400,1.62806,1.62806,1.07027,1.07027
1501506000,1.06888,1.06985,0.985531,1.03444
1501509600,1.05383,1.45,1.05383,1.45
1501513200,1.50054,1.91901,1.50054,1.80236
1501516800,1.81627,1.90803,1.81019,1.90803
1501520400,1.87806,1.96176,1.75,1.96176
1501524000,2.0394,2.37221,2.0394,2.37221
1501527600,2.3764,2.3764,2.32866,2.34424
1501531200,2.40093,2.84328,2.40093,2.84089
1501534800,2.83379,3.07812,2.8305,2.93205
1501538400,2.87806,2.87806,2.40633,2.41936
1501542000,2.46618,2.48311,2.2588,2.2588
1501545600,2.24457,2.24457,1.88998,1.88998
1501549200,1.86894,1.86894,1.77031,1.82908
1501552800,1.79951,1.87829,1.78126,1.87829
1501556400,1.87806,2.0794,1.86225,2.0794
1501560000,2.09004,2.30131,2.07303,2.30131
1501563600,2.33574,2.39287,2.3298,2.34086
1501567200,2.3998,2.60457,2.3998,2.49834
1501570800,2.49541,2.94722,2.49541,2.93213
1501574400,2.87806,2.94412,2.76113,2.94412
1501578000,2.94599,2.94599,2.54571,2.54571
1501581600,2.49436,2.49436,1.7206,1.7206
1501585200,1.68283,1.68283,1.57552,1.66701
1501588800,1.72155,1.89257,1.72155,1.89257
1501592400,1.87806,2.12132,1.83799,2.12132
1501596000,2.13477,2.39798,2.11684,2.39798
1501599600,2.41885,2.50925,2.28249,2.28249
1501603200,2.28291,2.30073,2.11684,2.11684
1501606800,2.09942,2.12601,2.07959,2.1119
1501610400,2.12806,2.22484,2.12806,2.22484
1501614000,2.26598,2.27572,2.16604,2.16604
1501617600,2.14946,2.29913,2.14946,2.25163
1501621200,2.2525,2.2525,1.6879,1.6879
1501624800,1.62909,1.85579,1.58473,1.85579
1501628400,1.87806,2.30965,1.87806,2.30965
1501632000,2.3999,2.51829,2.3999,2.51829
1501635600,2.53862,2.86842,2.53862,2.86842
1501639200,2.91118,3.01734,2.91118,2.99539
1501642800,2.98856,2.98856,2.58735,2.63801
1501646400,2.62806,2.69477,2.59673,2.59673
1501650000,2.55074,2.55074,2.44587,2.44587
1501653600,2.38938,2.38938,2.04585,2.04585
1501657200,2.01012,2.01012,1.75877,1.75877
1501660800,1.76202,1.78564,1.70944,1.78564
1501664400,1.87806,2.61261,1.87806,2.61261
1501668000,2.63037,2.9855,2.63037,2.92475
1501671600,2.88683,3.19601,2.88683,3.19601
1501675200,3.21872,3.25441,2.85658,2.85658
1501678800,2.79695,2.91614,2.78038,2.90061
1501682400,2.87806,2.87806,2.79009,2.82543
1501686000,2.7876,2.7876,2.59758,2.59758
1501689600,2.54358,2.54358,1.69343,1.69343
1501693200,1.61608,1.65731,1.51814,1.65731
1501696800,1.66017,1.89781,1.66017,1.89536
1501700400,1.87806,1.93528,1.81527,1.93528
1501704000,1.9263,2.26973,1.9263,2.24565
1501707600,2.24451,2.41685,2.24451,2.41685
1501711200,2.42708,2.4862,2.39591,2.42351
1501714800,2.37999,2.37999,1.66248,1.66248
1501718400,1.62806,1.62806,1.18623,1.18623
1501722000,1.1215,1.1215,0.977353,1.03589
1501725600,1.06896,1.42272,1.06896,1.42272
1501729200,1.42658,1.7934,1.40043,1.7934
1501732800,1.80416,1.97092,1.77619,1.91053
1501736400,1.87806,1.87806,1.72941,1.83068
1501740000,1.8583,2.01516,1.85424,1.9481
1501743600,1.90624,2.51307,1.90624,2.51307
1501747200,2.52345,2.60159,2.4321,2.4321
1501750800,2.42155,2.63079,2.42155,2.63079
1501754400,2.62806,2.72841,2.62806,2.71323
1501758000,2.70708,2.78461,2.70708,2.78461
1501761600,2.82023,2.97085,2.82023,2.87748
1501765200,2.86226,2.86226,2.32874,2.32874
1501768800,2.26692,2.26692,1.85939,1.86005
1501772400,1.87806,1.90362,1.61928,1.61928
1501776000,1.62211,1.67314,1.53991,1.53991
1501779600,1.46633,1.46633,1.34456,1.4427
1501783200,1.48368,1.7288,1.48368,1.7288
1501786800,1.76087,2.1167,1.76087,2.1167
1501790400,2.12806,2.379,2.12806,2.379
1501794000,2.38347,2.38347,2.12862,2.15165
1501797600,2.18722,2.57776,2.18722,2.56691
1501801200,2.50419,2.50419,2.36058,2.39449
1501804800,2.41534,2.4243,1.93309,1.93309
1501808400,1.87806,1.87806,1.23273,1.23273
1501812000,1.16631,1.16631,1.05376,1.06835
1501815600,1.07977,1.07977,0.846342,0.852634
1501819200,0.867764,0.916522,0.534869,0.534869
1501822800,0.49435,0.759581,0.492604,0.759581
1501826400,0.878061,1.56921,0.878061,1.56921
1501830000,1.57523,1.61766,1.57523,1.59061
1501833600,1.58606,1.58606,1.37206,1.37206
1501837200,1.36381,1.51778,1.35043,1.51778
1501840800,1.59601,1.86109,1.59601,1.85543
1501844400,1.87806,1.93478,1.87806,1.92633
1501848000,1.91815,2.13727,1.91815,2.07114
1501851600,2.03347,2.15574,2.03347,2.12643
1501855200,2.1141,2.25241,2.09643,2.25241
1501858800,2.29458,2.73002,2.29458,2.69201
1501862400,2.62806,2.62806,2.50821,2.55824
1501866000,2.54701,2.54701,2.47674,2.48799
1501869600,2.48924,2.48924,1.91984,1.91984
1501873200,1.88532,1.92572,1.73248,1.73248
1501876800,1.69077,1.8112,1.63789,1.8112
1501880400,1.87806,2.12743,1.87806,2.08409
1501884000,2.06615,2.09646,1.96722,2.09646
1501887600,2.17785,2.34779,2.17785,2.34779
1501891200,2.43167,2.61918,2.32986,2.32986
1501894800,2.30299,2.30299,2.18325,2.18325
1501898400,2.12806,2.26499,2.03235,2.26499
1501902000,2.25447,2.25447,2.0679,2.10715
1501905600,2.1208,2.17835,2.1208,2.16505
1501909200,2.16516,2.16516,2.08635,2.08635
1501912800,2.05255,2.05255,1.93895,1.93895
1501916400,1.87806,1.87806,1.74641,1.82453
1501920000,1.80931,1.80931,1.56628,1.56628
1501923600,1.51203,1.51203,0.808986,0.808986
1501927200,0.798618,0.798618,0.714638,0.714638
1501930800,0.733318,1.39295,0.733318,1.39168
1501934400,1.37806,1.75492,1.37719,1.6777
1501938000,1.65876,1.66018,1.58272,1.66018
1501941600,1.70712,2.13645,1.70712,2.13645
1501945200,2.18952,2.24536,2.11276,2.11276
1501948800,2.08438,2.08438,1.89515,1.91901
1501952400,1.87806,1.87806,1.45633,1.45633
1501956000,1.42502,1.42502,1.26831,1.26831
1501959600,1.24291,1.53869,1.22813,1.53869
1501963200,1.53867,1.74465,1.44123,1.74465
1501966800,1.79767,1.82766,1.66475,1.68421
1501970400,1.62806,1.79001,1.53772,1.79001
1501974000,1.82171,1.98849,1.78352,1.98849
1501977600,2.01915,2.01915,1.13014,1.13014
1501981200,1.13871,1.34771,1.13871,1.14991
1501984800,1.14893,1.76395,1.14893,1.76395
1501988400,1.87806,2.7205,1.87806,2.7205
1501992000,2.79792,3.03534,2.79792,3.03534
1501995600,3.04716,3.04878,2.907,2.96499
1501999200,2.95567,2.95567,2.65322,2.65322
1502002800,2.62666,2.62666,2.14144,2.14144
1502006400,2.12806,2.12806,1.80081,1.80081
1502010000,1.77899,1.77899,1.57477,1.63821
1502013600,1.6651,1.71596,1.57868,1.71596
1502017200,1.77671,1.99673,1.77671,1.99673
1502020800,2.04473,2.08579,1.83186,1.87419
1502024400,1.87806,1.87806,1.71717,1.71717
1502028000,1.69815,1.71314,1.58153,1.58153
1502031600,1.56784,1.88132,1.56784,1.86969
1502035200,1.81173,1.81173,1.42745,1.42745
1502038800,1.38777,1.55024,1.35907,1.44619
1502042400,1.37806,1.37806,1.19718,1.19718
1502046000,1.2102,1.2102,0.994846,1.13225
1502049600,1.1916,1.31307,1.17044,1.31307
1502053200,1.32432,1.68681,1.30609,1.68681
1502056800,1.75338,2.07254,1.75338,1.96899
1502060400,1.87806,1.87806,1.62234,1.80049
1502064000,1.82335,1.93497,1.82335,1.93497
1502067600,1.96585,1.99189,1.93434,1.96637
1502071200,1.99115,2.20672,1.99115,2.20672
1502074800,2.22975,2.31052,1.9188,1.9188
1502078400,1.87806,1.87806,1.55016,1.55016
1502082000,1.55045,1.71835,1.55045,1.64122
1502085600,1.58274,1.60234,1.47526,1.50597
1502089200,1.44579,1.44579,1.36939,1.37995
1502092800,1.41705,1.82732,1.41705,1.82732
1502096400,1.87806,2.33001,1.87806,2.33001
1502100000,2.35268,2.37996,2.27372,2.27372
1502103600,2.24845,2.24845,2.05522,2.05522
1502107200,2.05609,2.38783,2.05609,2.38783
1502110800,2.45053,2.64066,2.45053,2.59151
1502114400,2.62806,2.90061,2.62806,2.90061
1502118000,3.03151,3.33692,3.03151,3.33692
1502121600,3.34029,3.34029,2.61759,2.61759
1502125200,2.59066,2.59066,2.28801,2.28801
1502128800,2.23465,2.26001,1.97733,1.97733
1502132400,1.87806,1.87806,1.45957,1.45957
1502136000,1.47292,1.76916,1.47292,1.69188
1502139600,1.63635,1.63635,1.16492,1.16492
1502143200,1.10723,1.10723,1.01077,1.0696
1502146800,1.06298,1.15809,1.06298,1.15809
1502150400,1.12806,1.1523,1.0834,1.1523
1502154000,1.16509,1.24062,1.1646,1.24062
1502157600,1.25461,1.4333,1.25461,1.42009
1502161200,1.44203,1.71572,1.44203,1.71572
1502164800,1.75251,1.92979,1.75251,1.91422
1502168400,1.87806,2.03801,1.74546,2.03801
1502172000,2.10622,2.55394,2.10622,2.54521
1502175600,2.53572,2.66658,2.53572,2.66658
1502179200,2.72334,2.87675,2.72334,2.84822
1502182800,2.82043,2.82043,2.4749,2.4749
1502186400,2.37806,2.37806,1.81991,1.82717
1502190000,1.85264,1.89263,1.77957,1.77957
1502193600,1.71749,1.71749,1.42462,1.47508
1502197200,1.46971,1.9199,1.38213,1.9199
1502200800,2.00007,2.12983,1.93688,1.93688
1502204400,1.87806,2.03173,1.81369,2.03173
1502208000,2.08613,2.10017,1.63153,1.63153
1502211600,1.60128,1.60128,1.1603,1.1603
1502215200,1.15456,1.21306,1.0711,1.21306
1502218800,1.27977,1.60454,1.27977,1.60454
1502222400,1.62806,2.19938,1.62806,2.19938
1502226000,2.23185,2.45234,2.23185,2.45234
1502229600,2.47622,2.48352,2.29668,2.29668
1502233200,2.24565,2.24565,1.91335,1.91335
1502236800,1.91805,2.08093,1.9044,1.9044
1502240400,1.87806,1.87806,1.74321,1.74321
1502244000,1.66353,1.66353,0.985876,0.985876
1502247600,0.933867,1.00199,0.854236,0.86706
1502251200,0.883171,0.891079,0.639371,0.639371
1502254800,0.62282,0.832792,0.577587,0.832792
1502258400,0.878061,1.30463,0.878061,1.30463
1502262000,1.27051,1.27051,1.08915,1.17506
1502265600,1.25667,1.95013,1.25667,1.95013
1502269200,1.99094,2.02734,1.88712,1.88712
1502272800,1.85895,1.98932,1.84499,1.9347
1502276400,1.87806,2.00228,1.70417,2.00228
1502280000,2.02055,2.47567,2.02055,2.47567
1502283600,2.51363,2.55836,2.51363,2.52613
1502287200,2.52471,2.95871,2.51469,2.95871
1502290800,2.95577,2.95577,2.22882,2.22882
1502294400,2.12806,2.12806,1.13829,1.13829
1502298000,1.14949,1.43569,1.14949,1.3845
1502301600,1.35734,1.35734,0.842234,0.842234
1502305200,0.834756,1.21774,0.828426,1.21774
1502308800,1.23923,1.79284,1.22925,1.79284
1502312400,1.87806,2.93634,1.87806,2.93634
1502316000,3.00813,3.20381,3.00813,3.20381
1502319600,3.23254,3.53986,3.23254,3.46489
1502323200,3.42506,3.44636,3.22576,3.22576
1502326800,3.20802,3.20802,2.97273,2.97273
1502330400,2.87806,2.87806,2.66241,2.75626
1502334000,2.72023,2.72023,2.43227,2.43227
1502337600,2.412,2.42673,2.27662,2.28902
1502341200,2.29965,2.29965,1.79522,1.79522
1502344800,1.76532,1.83947,1.76532,1.83947
1502348400,1.87806,1.93919,1.83572,1.8364
1502352000,1.82444,1.84643,1.74982,1.77428
1502355600,1.74225,1.79482,1.57987,1.63143
1502359200,1.6581,1.7883,1.58158,1.7883
1502362800,1.79817,1.79817,1.64527,1.66041
1502366400,1.62806,1.8888,1.58074,1.8888
1502370000,1.95852,2.09021,1.89005,2.09021
1502373600,2.14373,2.23152,2.12151,2.23152
1502377200,2.25594,2.37025,1.88359,1.88359
1502380800,1.8323,1.85407,1.78832,1.85407
1502384400,1.87806,1.92297,1.85061,1.86811
1502388000,1.8173,1.8173,1.56162,1.56162
1502391600,1.57364,1.63098,1.54735,1.58175
1502395200,1.54135,1.54471,1.37911,1.37911
1502398800,1.40081,1.79673,1.40081,1.79673
1502402400,1.87806,2.35359,1.87806,2.32953
1502406000,2.27455,2.27455,2.04834,2.17851
1502409600,2.1994,2.1994,1.71559,1.71559
1502413200,1.68614,1.9895,1.6274,1.9895
1502416800,2.07593,2.14905,1.91613,1.91613
1502420400,1.87806,1.87806,1.68978,1.76373
1502424000,1.73093,1.74394,1.61078,1.61078
1502427600,1.58631,1.59909,1.2556,1.2556
1502431200,1.21693,1.43829,1.15946,1.43829
1502434800,1.48942,1.53552,1.45339,1.45339
1502438400,1.37806,1.52454,1.26773,1.51015
1502442000,1.49176,1.49176,1.37981,1.48727
1502445600,1.58652,1.97699,1.58652,1.97699
1502449200,2.01055,2.4985,2.01055,2.4985
1502452800,2.49702,2.49702,1.98882,1.98882
1502456400,1.87806,1.87806,1.19087,1.19087
1502460000,1.20422,1.3643,1.20422,1.3643
1502463600,1.40498,1.41779,1.21113,1.21291
1502467200,1.20571,1.21049,1.10102,1.21049
1502470800,1.24777,1.26485,1.04182,1.13928
1502474400,1.12806,1.12864,1.06013,1.12864
1502478000,1.13498,1.42101,1.13498,1.42101
1502481600,1.46868,1.87161,1.46868,1.87161
1502485200,1.93877,2.24159,1.93877,2.21542
1502488800,2.17323,2.17323,1.89964,1.89964
1502492400,1.87806,1.87806,1.80922,1.80922
1502496000,1.80893,1.86174,1.79471,1.86174
1502499600,1.87696,2.19764,1.87696,2.19764
1502503200,2.26128,2.59032,2.26128,2.27151
1502506800,2.20469,2.20469,2.12302,2.13263
1502510400,2.12806,2.27527,1.85997,1.85997
1502514000,1.8145,1.8145,1.57051,1.58491
1502517600,1.60612,1.62464,1.35702,1.38488
1502521200,1.40214,1.4078,1.2596,1.2596
1502524800,1.27791,1.87761,1.27791,1.87761
1502528400,1.87806,2.15468,1.87806,2.15468
1502532000,2.22289,2.45284,2.22289,2.45284
1502535600,2.45634,2.45634,2.38265,2.38265
1502539200,2.34926,2.34926,2.05451,2.05451
1502542800,2.02709,2.02709,1.69164,1.6934
1502546400,1.62806,1.62806,1.41986,1.42359
1502550000,1.41874,1.41874,1.24181,1.31407
1502553600,1.37084,1.74426,1.37084,1.74426
1502557200,1.81082,2.08953,1.81082,2.05461
1502560800,2.04465,2.04465,1.82649,1.86064
1502564400,1.87806,1.97944,1.87806,1.97631
1502568000,1.96883,2.38438,1.91766,2.38438
1502571600,2.53067,2.88052,2.53067,2.88052
1502575200,2.93472,3.22814,2.93472,3.22526
1502578800,3.24808,3.2791,2.69298,2.69298
1502582400,2.62806,2.62806,2.27476,2.28422
1502586000,2.30015,2.30763,2.23416,2.27338
1502589600,2.31145,2.31508,2.19277,2.19277
1502593200,2.17917,2.37778,2.16082,2.28788
1502596800,2.31021,2.35614,1.95511,1.95511
1502600400,1.87806,1.87806,1.44816,1.44816
1502604000,1.4489,1.47574,1.36863,1.41916
1502607600,1.47127,2.08381,1.47127,2.08381
1502611200,2.13694,2.32212,2.13694,2.1519
1502614800,2.12241,2.12241,1.93418,1.93418
1502618400,1.87806,1.87806,1.34546,1.34546
1502622000,1.35393,1.35479,1.22127,1.25982
1502625600,1.29884,1.54689,1.29884,1.54689
1502629200,1.52927,1.63743,1.48196,1.61853
1502632800,1.62314,1.92736,1.62314,1.92733
1502636400,1.87806,2.01267,1.76023,2.01267
1502640000,2.04796,2.17451,2.03143,2.17451
1502643600,2.21664,2.27901,2.16924,2.27901
1502647200,2.30756,2.37543,2.30756,2.34464
1502650800,2.35471,2.60369,2.35471,2.60369
1502654400,2.62806,2.64685,2.45005,2.45198
1502658000,2.45468,2.45468,2.34127,2.35266
1502661600,2.3585,2.50315,2.3585,2.4355
1502665200,2.41675,2.50104,2.31176,2.31176
1502668800,2.31302,2.3272,1.96863,1.96863
1502672400,1.87806,1.87806,1.29696,1.29696
1502676000,1.30903,1.51861,1.30903,1.51861
1502679600,1.54298,1.6623,1.53919,1.6623
1502683200,1.72295,1.95555,1.72295,1.80654
1502686800,1.75693,1.9814,1.72262,1.90655
1502690400,1.87806,1.8959,1.79552,1.8959
1502694000,2.00826,2.3409,2.00826,2.3409
1502697600,2.38552,2.41346,2.37366,2.38623
1502701200,2.37664,2.38291,2.28743,2.36442
1502704800,2.33672,2.34148,1.97759,1.97759
1502708400,1.87806,1.87806,1.30082,1.30082
1502712000,1.25144,1.25144,1.0203,1.07817
1502715600,1.0947,1.12745,1.04831,1.0609
1502719200,1.12282,1.32571,1.01756,1.01756
1502722800,0.947969,0.947969,0.728634,0.728634
1502726400,0.628061,0.628061,0.389974,0.46952
1502730000,0.462759,0.586609,0.420652,0.586609
1502733600,0.698443,1.61198,0.698443,1.61198
1502737200,1.72907,2.13267,1.72907,2.13267
1502740800,2.15456,2.22121,1.93294,1.93294
1502744400,1.87806,2.05881,1.73651,2.05881
1502748000,2.1087,2.61418,2.1087,2.61418
1502751600,2.64532,2.76652,2.49573,2.49573
1502755200,2.45541,2.45541,2.08084,2.08084
1502758800,2.05988,2.05988,1.66949,1.66949
1502762400,1.62806,1.62806,1.34008,1.35416
1502766000,1.37657,1.37657,1.19108,1.19108
1502769600,1.17256,1.51023,1.17256,1.51023
1502773200,1.575,1.74722,1.575,1.68533
1502776800,1.67037,1.8789,1.66857,1.87587
1502780400,1.87806,2.06188,1.87806,2.06188
1502784000,2.15696,2.60059,2.15696,2.60059
1502787600,2.62718,2.79534,2.62718,2.79534
1502791200,2.79116,2.79116,2.62524,2.69148
1502794800,2.72187,2.74577,2.42477,2.42477
1502798400,2.37806,2.37806,2.12912,2.12912
1502802000,2.0599,2.0599,1.86864,1.86864
1502805600,1.82072,1.82072,1.57994,1.60954
1502809200,1.60414,1.99374,1.60414,1.99374
1502812800,2.06512,2.12169,1.86544,1.86544
1502816400,1.87806,1.97984,1.87806,1.9141
1502820000,1.88352,2.08582,1.88352,1.95243
1502823600,1.86478,1.86478,1.492,1.492
1502827200,1.44728,1.44728,1.06752,1.06752
1502830800,1.06403,1.41977,1.06403,1.40259
1502834400,1.37806,1.55364,1.32241,1.55364
1502838000,1.5643,1.66756,1.5643,1.66756
1502841600,1.65796,1.65796,1.45022,1.45022
1502845200,1.42701,1.42701,1.3676,1.39603
1502848800,1.37966,1.85505,1.37189,1.85505
