T,O,H,L,C
1522724400,0.85898,0.85546,0.86225,0.8581
1522728000,0.85817,0.85208,0.86527,0.85251
1522731600,0.85258,0.8505,0.8601,0.85796
1522735200,0.8582,0.85201,0.86156,0.85487
1522738800,0.85468,0.84787,0.85621,0.84949
1522742400,0.84946,0.84709,0.85478,0.8531
1522746000,0.85293,0.85188,0.85972,0.85835
1522749600,0.8587,0.8524,0.85932,0.8575
1522753200,0.85747,0.85726,0.86676,0.86488
1522756800,0.86445,0.86375,0.87247,0.87179
1522760400,0.8722,0.87083,0.87924,0.8783
1522764000,0.878,0.8675,0.878,0.86959
1522767600,0.86951,0.86923,0.88208,0.88154
1522771200,0.88126,0.87891,0.88995,0.88857
1522774800,0.88846,0.88775,0.8947,0.89306
1522778400,0.89349,0.88916,0.89688,0.89005
1522782000,0.89046,0.88783,0.89809,0.89216
1522785600,0.8925,0.88607,0.89385,0.8879
1522789200,0.88766,0.88121,0.89618,0.89611
1522792800,0.89561,0.88667,0.89564,0.89337
1522796400,0.89369,0.89369,0.90341,0.9029
1522800000,0.90326,0.89968,0.90901,0.90644
1522803600,0.90653,0.9053,0.91215,0.90818
1522807200,0.90865,0.90597,0.9187,0.91709
1522810800,0.91741,0.90764,0.92047,0.91134
1522814400,0.91086,0.90667,0.91774,0.91142
1522818000,0.91109,0.90977,0.91759,0.91149
1522821600,0.91119,0.90229,0.9136,0.91013
1522825200,0.9102,0.90486,0.91178,0.90552
1522828800,0.90555,0.8998,0.90607,0.90508
1522832400,0.90531,0.90093,0.90928,0.9056
1522836000,0.90558,0.89841,0.90701,0.90252
1522839600,0.90237,0.90031,0.9073,0.90615
1522843200,0.90618,0.89968,0.91358,0.91247
1522846800,0.9123,0.90656,0.91472,0.91262
1522850400,0.91258,0.90284,0.91469,0.9085
1522854000,0.90889,0.90889,0.92209,0.9153
1522857600,0.91484,0.90744,0.91578,0.91238
1522861200,0.91284,0.91139,0.92227,0.92078
1522864800,0.92092,0.91779,0.92492,0.92438
1522868400,0.92482,0.92211,0.93171,0.9289
1522872000,0.9293,0.9268,0.93541,0.93236
1522875600,0.93211,0.93211,0.9418,0.94066
1522879200,0.9406,0.93415,0.94297,0.93427
1522882800,0.93465,0.93389,0.94306,0.94257
1522886400,0.94283,0.94197,0.95637,0.94907
1522890000,0.94943,0.948,0.95735,0.95587
1522893600,0.95626,0.94922,0.95626,0.9495
1522897200,0.94938,0.94817,0.95328,0.95013
1522900800,0.95025,0.94133,0.95074,0.94694
1522904400,0.9472,0.94505,0.95388,0.95206
1522908000,0.95188,0.94456,0.95407,0.94729
1522911600,0.94707,0.94434,0.95497,0.95374
1522915200,0.95376,0.9515,0.95891,0.95285
1522918800,0.95241,0.95161,0.95905,0.95511
1522922400,0.95512,0.95366,0.96468,0.95389
1522926000,0.95431,0.94823,0.95891,0.95427
1522929600,0.95389,0.94795,0.95536,0.9521
1522933200,0.95173,0.94753,0.95474,0.94929
1522936800,0.94888,0.94406,0.955,0.95244
1522940400,0.95294,0.93908,0.95324,0.93923
1522944000,0.93956,0.92774,0.93972,0.92798
1522947600,0.92825,0.92044,0.92856,0.92641
1522951200,0.92628,0.92591,0.9342,0.92959
1522954800,0.93004,0.92889,0.94108,0.94061
1522958400,0.94044,0.9399,0.9479,0.94195
1522962000,0.94187,0.94107,0.95496,0.95046
1522965600,0.95044,0.94523,0.95263,0.94564
1522969200,0.94611,0.93948,0.948,0.94679
1522972800,0.94674,0.94299,0.95227,0.95132
1522976400,0.95173,0.94836,0.95352,0.9533
1522980000,0.9538,0.95297,0.96419,0.95584
1522983600,0.95546,0.94848,0.95985,0.95202
1522987200,0.95201,0.94839,0.95854,0.95511
1522990800,0.95522,0.9514,0.95815,0.95684
1522994400,0.95691,0.94539,0.95806,0.94669
1522998000,0.94718,0.94375,0.9517,0.94709
1523001600,0.94741,0.94741,0.96224,0.96003
1523005200,0.95955,0.95832,0.97165,0.96964
1523008800,0.96985,0.96415,0.97321,0.96635
1523012400,0.96636,0.95662,0.96722,0.96024
1523016000,0.96039,0.95997,0.9695,0.96503
1523019600,0.96515,0.96327,0.97236,0.97063
1523023200,0.97037,0.96324,0.97117,0.96324
1523026800,0.96324,0.95583,0.96535,0.96485
1523030400,0.96447,0.96063,0.96978,0.96963
1523034000,0.96976,0.96526,0.97401,0.96696
1523037600,0.96732,0.9644,0.97213,0.96545
1523041200,0.96508,0.95204,0.967,0.95204
1523044800,0.95196,0.94508,0.95408,0.94979
1523048400,0.95014,0.94362,0.9525,0.95147
1523052000,0.95135,0.94428,0.95463,0.94728
1523055600,0.94689,0.94229,0.94983,0.94775
1523059200,0.94744,0.93641,0.94811,0.93985
1523062800,0.93956,0.9355,0.94796,0.93843
1523066400,0.9382,0.93622,0.95108,0.94997
1523070000,0.94976,0.94903,0.9551,0.95078
1523073600,0.95082,0.94578,0.95656,0.94602
1523077200,0.9461,0.94289,0.94929,0.94926
1523080800,0.94883,0.94845,0.96576,0.96306
1523084400,0.96326,0.95689,0.96544,0.95864
1523088000,0.95903,0.95126,0.95992,0.95214
1523091600,0.95211,0.94702,0.95329,0.95033
1523095200,0.95045,0.93457,0.95299,0.93473
1523098800,0.93486,0.92312,0.93636,0.92332
1523102400,0.92328,0.91739,0.92437,0.91862
1523106000,0.91818,0.90981,0.92185,0.91689
1523109600,0.91686,0.91187,0.91835,0.91556
1523113200,0.91521,0.90531,0.91885,0.90598
1523116800,0.90557,0.89828,0.90858,0.89828
1523120400,0.89792,0.89481,0.90579,0.89481
1523124000,0.89431,0.88814,0.89507,0.89037
1523127600,0.88997,0.88328,0.8902,0.8895
1523131200,0.88942,0.88616,0.89428,0.88778
1523134800,0.88783,0.88724,0.89574,0.88912
1523138400,0.88867,0.87819,0.89364,0.87819
1523142000,0.87857,0.87597,0.88402,0.8761
1523145600,0.876,0.87129,0.88053,0.87135
1523149200,0.87106,0.85681,0.87204,0.85935
1523152800,0.85982,0.85155,0.86018,0.85579
1523156400,0.85569,0.84687,0.85929,0.8553
1523160000,0.85541,0.85134,0.86238,0.85852
1523163600,0.85901,0.85139,0.86052,0.85643
1523167200,0.85634,0.85088,0.85852,0.85088
1523170800,0.85116,0.84722,0.85389,0.85355
1523174400,0.85314,0.84734,0.85726,0.85613
1523178000,0.85651,0.85308,0.85759,0.85601
1523181600,0.85612,0.85222,0.8638,0.86071
1523185200,0.86085,0.85777,0.86478,0.8641
1523188800,0.86395,0.86291,0.87464,0.87319
1523192400,0.87337,0.86138,0.87518,0.86448
1523196000,0.86435,0.85677,0.86466,0.85677
1523199600,0.85707,0.8518,0.85832,0.85601
1523203200,0.85562,0.85376,0.8594,0.85399
1523206800,0.8541,0.84505,0.85707,0.84557
1523210400,0.84586,0.83925,0.8472,0.84534
1523214000,0.84537,0.83465,0.84746,0.83642
1523217600,0.83614,0.82536,0.83948,0.82536
1523221200,0.82559,0.82008,0.82789,0.82247
1523224800,0.82251,0.82199,0.82822,0.82322
1523228400,0.82342,0.82183,0.82896,0.82398
1523232000,0.82412,0.82412,0.83038,0.82718
1523235600,0.82687,0.81822,0.82687,0.8201
1523239200,0.81976,0.81406,0.8237,0.81478
1523242800,0.81489,0.81338,0.82586,0.82015
1523246400,0.82023,0.81433,0.82185,0.81878
1523250000,0.81859,0.81053,0.81941,0.81651
1523253600,0.81626,0.80843,0.81868,0.81019
1523257200,0.80983,0.79938,0.813,0.80539
1523260800,0.80575,0.80356,0.81082,0.80748
1523264400,0.80713,0.80437,0.81441,0.81225
1523268000,0.8127,0.81044,0.82041,0.81309
1523271600,0.81346,0.80803,0.81557,0.81334
1523275200,0.81326,0.8094,0.81784,0.81464
1523278800,0.8148,0.81467,0.82126,0.8198
1523282400,0.81994,0.81702,0.82961,0.82853
1523286000,0.82886,0.82804,0.83895,0.83667
1523289600,0.83638,0.82874,0.83838,0.83624
1523293200,0.83577,0.82966,0.84078,0.84032
1523296800,0.84042,0.84042,0.85006,0.84335
1523300400,0.84379,0.84066,0.84846,0.84534
1523304000,0.84494,0.84035,0.84928,0.84209
1523307600,0.84191,0.83969,0.84775,0.84348
1523311200,0.84395,0.83418,0.8447,0.83703
1523314800,0.83747,0.83298,0.83995,0.83558
1523318400,0.83537,0.83422,0.84018,0.83632
1523322000,0.8368,0.83205,0.84125,0.8365
1523325600,0.83606,0.83057,0.83674,0.8331
1523329200,0.83348,0.81976,0.83631,0.81981
1523332800,0.82013,0.81664,0.82374,0.82174
1523336400,0.82211,0.81714,0.82821,0.82671
1523340000,0.82649,0.82273,0.83041,0.82799
1523343600,0.82774,0.82774,0.83381,0.83297
1523347200,0.83313,0.83084,0.83746,0.83745
1523350800,0.83758,0.83758,0.85065,0.84228
1523354400,0.84209,0.84175,0.85073,0.85035
1523358000,0.85032,0.8429,0.85358,0.84463
1523361600,0.84415,0.84409,0.85362,0.85028
1523365200,0.85036,0.84645,0.85545,0.85441
1523368800,0.85402,0.8531,0.86809,0.86519
1523372400,0.86552,0.86464,0.87831,0.87656
1523376000,0.87632,0.87338,0.8862,0.8862
1523379600,0.88575,0.88443,0.89331,0.89081
1523383200,0.89078,0.88543,0.89428,0.89228
1523386800,0.89195,0.87968,0.89375,0.87968
1523390400,0.88003,0.87565,0.88276,0.87768
1523394000,0.87761,0.86702,0.87807,0.86765
1523397600,0.86801,0.85206,0.87097,0.85553
1523401200,0.85525,0.85232,0.86503,0.86482
1523404800,0.86499,0.8617,0.8743,0.87172
1523408400,0.87211,0.87132,0.87852,0.87768
1523412000,0.8778,0.87362,0.88123,0.88031
1523415600,0.88,0.87697,0.88314,0.87975
1523419200,0.8797,0.87429,0.88363,0.88157
1523422800,0.88132,0.87923,0.88416,0.88178
1523426400,0.88181,0.88108,0.88975,0.88838
1523430000,0.88834,0.88385,0.88973,0.88684
1523433600,0.8864,0.88075,0.8912,0.88915
1523437200,0.88939,0.88723,0.90053,0.89728
1523440800,0.897,0.8951,0.90518,0.89936
1523444400,0.89889,0.89631,0.90395,0.90369
1523448000,0.90386,0.89425,0.9056,0.9056
1523451600,0.90575,0.90337,0.91235,0.91079
1523455200,0.91094,0.90656,0.91653,0.90698
1523458800,0.90723,0.90576,0.91422,0.90835
1523462400,0.90794,0.90386,0.91098,0.90677
1523466000,0.90715,0.90415,0.91028,0.90856
1523469600,0.90813,0.90805,0.91866,0.91747
1523473200,0.9176,0.91048,0.9199,0.91106
1523476800,0.91056,0.90508,0.91213,0.90699
1523480400,0.90719,0.90251,0.90849,0.90378
1523484000,0.90348,0.89713,0.90579,0.90286
1523487600,0.90326,0.89873,0.90458,0.90113
1523491200,0.90125,0.8967,0.90438,0.90157
1523494800,0.90126,0.89624,0.90205,0.89668
1523498400,0.89651,0.89067,0.90225,0.89139
1523502000,0.89155,0.88089,0.89155,0.88429
1523505600,0.88456,0.8823,0.8905,0.88495
1523509200,0.88527,0.88187,0.89112,0.89074
1523512800,0.89041,0.87577,0.89056,0.87856
1523516400,0.87868,0.87666,0.88531,0.87886
1523520000,0.87874,0.87748,0.88699,0.88298
1523523600,0.88341,0.87339,0.88362,0.87774
1523527200,0.87814,0.86789,0.87936,0.86811
1523530800,0.86834,0.86278,0.87231,0.87089
1523534400,0.87071,0.85956,0.87158,0.85956
1523538000,0.8594,0.84307,0.86028,0.84368
1523541600,0.84378,0.83695,0.84578,0.84098
1523545200,0.84059,0.83556,0.84378,0.8368
1523548800,0.83642,0.82993,0.83789,0.831
1523552400,0.83117,0.82958,0.8374,0.8311
1523556000,0.83071,0.82915,0.83662,0.83472
1523559600,0.83523,0.83415,0.83981,0.83769
1523563200,0.83766,0.83683,0.84466,0.84466
1523566800,0.84417,0.83907,0.84485,0.84184
1523570400,0.8418,0.83083,0.84492,0.83246
1523574000,0.83247,0.83246,0.84527,0.83927
1523577600,0.83964,0.83324,0.84158,0.83848
1523581200,0.83807,0.8335,0.84156,0.83967
1523584800,0.83974,0.83614,0.84196,0.83813
1523588400,0.83828,0.83818,0.85062,0.84809
1523592000,0.8485,0.84369,0.85011,0.84529
1523595600,0.84524,0.84284,0.85325,0.84678
1523599200,0.84707,0.84259,0.84958,0.84459
1523602800,0.84481,0.83852,0.84704,0.844
1523606400,0.84362,0.83527,0.84766,0.84101
1523610000,0.8415,0.84102,0.85016,0.84888
1523613600,0.84887,0.83972,0.85014,0.84421
1523617200,0.84413,0.83971,0.84874,0.84801
1523620800,0.84843,0.84288,0.85297,0.84791
1523624400,0.84744,0.83985,0.84864,0.84024
1523628000,0.83991,0.82935,0.8423,0.83136
1523631600,0.83093,0.82048,0.83138,0.82171
1523635200,0.82155,0.81051,0.82155,0.8135
1523638800,0.813,0.80732,0.82044,0.81373
1523642400,0.81381,0.81072,0.81557,0.81434
1523646000,0.81437,0.81185,0.81767,0.81505
1523649600,0.81509,0.7949,0.81631,0.7976
1523653200,0.79756,0.79042,0.79848,0.79095
1523656800,0.79134,0.78168,0.79134,0.78456
1523660400,0.78443,0.77332,0.78566,0.77754
1523664000,0.77801,0.77478,0.78372,0.78372
1523667600,0.78329,0.78177,0.78829,0.78314
1523671200,0.78303,0.77926,0.78835,0.78552
1523674800,0.78598,0.78348,0.79954,0.79874
1523678400,0.79866,0.79545,0.80675,0.80469
1523682000,0.80462,0.80343,0.81766,0.81766
1523685600,0.81724,0.81724,0.83259,0.82761
1523689200,0.82717,0.82188,0.83734,0.83734
1523692800,0.83763,0.82935,0.83916,0.83158
1523696400,0.83207,0.81766,0.83207,0.81819
1523700000,0.81798,0.81426,0.82066,0.81807
1523703600,0.81846,0.81223,0.82051,0.81955
1523707200,0.8195,0.81803,0.82401,0.82028
1523710800,0.8199,0.81047,0.8199,0.81148
1523714400,0.81197,0.80735,0.8133,0.80926
1523718000,0.80886,0.80695,0.82128,0.81737
1523721600,0.81703,0.81174,0.81777,0.8136
1523725200,0.81407,0.81113,0.81905,0.81709
1523728800,0.81709,0.81658,0.82599,0.82484
1523732400,0.82531,0.8123,0.82889,0.81292
1523736000,0.8127,0.80052,0.8131,0.8007
1523739600,0.80062,0.79546,0.80222,0.80222
1523743200,0.8019,0.7973,0.80464,0.79982
1523746800,0.8,0.79772,0.80717,0.79973
1523750400,0.79948,0.79424,0.80329,0.79867
1523754000,0.79873,0.79341,0.80041,0.79754
1523757600,0.79775,0.79691,0.80726,0.80419
1523761200,0.80395,0.80271,0.81974,0.81554
1523764800,0.81567,0.80808,0.8167,0.81216
1523768400,0.81215,0.8115,0.81921,0.81799
1523772000,0.81752,0.81358,0.82282,0.81883
1523775600,0.81899,0.81899,0.82877,0.82482
1523779200,0.82434,0.8227,0.83733,0.83654
1523782800,0.83644,0.83302,0.84321,0.84294
1523786400,0.84334,0.83953,0.8463,0.84547
1523790000,0.84498,0.83964,0.8521,0.84414
1523793600,0.84364,0.84096,0.85377,0.8472
1523797200,0.84699,0.84175,0.85228,0.84309
1523800800,0.8429,0.83759,0.8441,0.83759
1523804400,0.83766,0.83693,0.84839,0.84609
1523808000,0.84611,0.84211,0.85376,0.84858
1523811600,0.84865,0.8419,0.84954,0.84301
1523815200,0.84263,0.84169,0.85027,0.84468
1523818800,0.84436,0.83738,0.84793,0.83811
1523822400,0.83856,0.8326,0.84354,0.84016
1523826000,0.83992,0.83992,0.85214,0.85144
1523829600,0.85187,0.8489,0.859,0.85508
1523833200,0.85525,0.85043,0.85914,0.85414
1523836800,0.85405,0.85167,0.86472,0.86472
1523840400,0.86501,0.85609,0.86616,0.85723
1523844000,0.85684,0.85637,0.86667,0.86667
1523847600,0.86662,0.86289,0.87187,0.86405
1523851200,0.86355,0.84985,0.86536,0.85406
1523854800,0.85451,0.8519,0.86029,0.85956
1523858400,0.85954,0.85641,0.86241,0.86097
1523862000,0.86051,0.85513,0.86304,0.85883
1523865600,0.85874,0.85704,0.86899,0.86836
1523869200,0.86864,0.86122,0.87371,0.86158
1523872800,0.86124,0.8559,0.86648,0.85623
1523876400,0.85609,0.85513,0.86948,0.86849
1523880000,0.86888,0.86488,0.87452,0.86994
1523883600,0.87005,0.86862,0.88461,0.8842
1523887200,0.88431,0.86927,0.88431,0.87397
1523890800,0.874,0.8625,0.8741,0.86273
1523894400,0.8626,0.85759,0.86618,0.86466
1523898000,0.86504,0.85745,0.86767,0.86719
1523901600,0.86689,0.85747,0.86885,0.86637
1523905200,0.86642,0.8582,0.86642,0.85825
1523908800,0.85871,0.85813,0.86601,0.86188
1523912400,0.86152,0.85904,0.86536,0.86144
1523916000,0.86139,0.85874,0.86768,0.86527
1523919600,0.86511,0.86117,0.86923,0.86509
1523923200,0.86517,0.8606,0.86816,0.86216
1523926800,0.86241,0.85903,0.86862,0.86611
1523930400,0.86645,0.86476,0.8714,0.86766
1523934000,0.86799,0.86414,0.87213,0.8659
1523937600,0.86633,0.86378,0.8726,0.86979
1523941200,0.87019,0.86411,0.87256,0.86531
1523944800,0.86562,0.85098,0.86601,0.8527
1523948400,0.85291,0.84748,0.85519,0.85164
1523952000,0.85188,0.84882,0.85505,0.85284
1523955600,0.85317,0.84336,0.85356,0.84589
1523959200,0.8459,0.83943,0.84803,0.84006
1523962800,0.84046,0.8323,0.84331,0.83437
1523966400,0.83456,0.82319,0.83507,0.82637
1523970000,0.82665,0.81892,0.83395,0.82138
1523973600,0.82096,0.80846,0.82389,0.80946
1523977200,0.80969,0.80938,0.81716,0.81692
1523980800,0.81675,0.8144,0.8278,0.82763
1523984400,0.82744,0.82191,0.83227,0.82285
1523988000,0.82258,0.81544,0.82258,0.81755
1523991600,0.81717,0.81705,0.82237,0.81832
1523995200,0.81876,0.81423,0.82129,0.8183
1523998800,0.81847,0.80872,0.82036,0.81299
1524002400,0.81288,0.81059,0.81867,0.81319
1524006000,0.81326,0.79307,0.81888,0.79468
1524009600,0.79472,0.79254,0.80052,0.7952
1524013200,0.79536,0.79,0.80135,0.80112
1524016800,0.80064,0.7917,0.80554,0.8035
1524020400,0.80354,0.79172,0.80568,0.79281
1524024000,0.79276,0.78716,0.7952,0.79124
1524027600,0.79114,0.7866,0.79552,0.7908
1524031200,0.79116,0.7832,0.79373,0.78524
1524034800,0.7856,0.77569,0.78944,0.78642
1524038400,0.78673,0.78606,0.79897,0.79574
1524042000,0.7957,0.78047,0.79905,0.78114
1524045600,0.78144,0.77628,0.78618,0.77628
1524049200,0.77617,0.76964,0.77652,0.77133
1524052800,0.7714,0.76701,0.7787,0.77827
1524056400,0.77819,0.77819,0.78609,0.78396
1524060000,0.78378,0.78301,0.793,0.78389
1524063600,0.78383,0.77219,0.78383,0.7758
1524067200,0.77571,0.77486,0.77934,0.77637
1524070800,0.77617,0.76613,0.77704,0.77096
1524074400,0.77078,0.76833,0.77476,0.77471
1524078000,0.77453,0.77453,0.78318,0.78243
1524081600,0.78262,0.78151,0.79115,0.78771
1524085200,0.78766,0.78711,0.79952,0.79517
1524088800,0.79507,0.79507,0.80238,0.80003
1524092400,0.79989,0.79989,0.81125,0.80937
1524096000,0.8091,0.80571,0.81503,0.80735
1524099600,0.8069,0.80571,0.81438,0.80763
1524103200,0.80732,0.80561,0.81268,0.81268
1524106800,0.81233,0.80256,0.81319,0.80918
1524110400,0.80868,0.80411,0.82231,0.81961
1524114000,0.81969,0.8158,0.82191,0.81606
1524117600,0.81563,0.80985,0.81952,0.81211
1524121200,0.81241,0.80051,0.81301,0.80524
1524124800,0.80491,0.80491,0.81716,0.8134
1524128400,0.81303,0.80633,0.81389,0.81193
1524132000,0.81174,0.81045,0.81834,0.81441
1524135600,0.81418,0.80638,0.81583,0.80692
1524139200,0.80733,0.80223,0.80904,0.8033
1524142800,0.80311,0.79672,0.80501,0.80052
1524146400,0.8007,0.79743,0.80466,0.79892
1524150000,0.79844,0.79002,0.80179,0.80111
1524153600,0.80098,0.79294,0.80268,0.79341
1524157200,0.79291,0.7904,0.80497,0.79524
1524160800,0.79545,0.79472,0.80829,0.80261
1524164400,0.80299,0.79798,0.80493,0.80008
1524168000,0.8005,0.79631,0.81057,0.81023
1524171600,0.8103,0.80349,0.81126,0.80349
1524175200,0.80305,0.801,0.81114,0.80728
1524178800,0.80714,0.80039,0.80761,0.8062
1524182400,0.80579,0.80234,0.80834,0.80414
1524186000,0.80394,0.80231,0.81653,0.81624
1524189600,0.81648,0.80934,0.81902,0.81434
1524193200,0.81417,0.79643,0.81599,0.79643
1524196800,0.79622,0.79033,0.79816,0.7908
1524200400,0.7909,0.78381,0.79423,0.78592
1524204000,0.78579,0.78001,0.78636,0.782
1524207600,0.78203,0.78034,0.79425,0.79397
1524211200,0.79418,0.79125,0.79827,0.79456
1524214800,0.79443,0.78582,0.79549,0.79159
1524218400,0.79193,0.79093,0.79727,0.79263
1524222000,0.79225,0.79222,0.80412,0.80193
1524225600,0.80186,0.798,0.80597,0.80414
1524229200,0.80392,0.79385,0.80459,0.79421
1524232800,0.79371,0.79358,0.79953,0.79673
1524236400,0.79672,0.79222,0.79936,0.79692
1524240000,0.79674,0.79511,0.8078,0.80381
1524243600,0.80421,0.79957,0.81015,0.8014
1524247200,0.8019,0.79696,0.8036,0.80076
1524250800,0.80044,0.79489,0.80256,0.79811
1524254400,0.79819,0.79112,0.79879,0.79299
1524258000,0.7929,0.79115,0.79818,0.79748
1524261600,0.79787,0.7926,0.80131,0.79282
1524265200,0.79294,0.79049,0.80106,0.79449
1524268800,0.79463,0.77818,0.79473,0.78044
1524272400,0.77996,0.77352,0.78045,0.77732
1524276000,0.77716,0.77265,0.78253,0.77475
1524279600,0.77435,0.77128,0.78248,0.78197
1524283200,0.78164,0.77871,0.78372,0.77946
1524286800,0.77941,0.77919,0.78811,0.78306
1524290400,0.78313,0.77296,0.78334,0.77296
1524294000,0.77315,0.76642,0.775,0.77129
1524297600,0.77157,0.76579,0.77316,0.76602
1524301200,0.76565,0.76549,0.77326,0.7717
1524304800,0.77128,0.76857,0.77784,0.77604
1524308400,0.77636,0.77281,0.78002,0.77693
1524312000,0.7772,0.77457,0.78074,0.77687
1524315600,0.7767,0.77194,0.7813,0.77881
1524319200,0.77843,0.76687,0.7825,0.76734
1524322800,0.76698,0.76064,0.77076,0.76097
1524326400,0.76072,0.75796,0.76825,0.766
1524330000,0.76572,0.75707,0.76788,0.75751
1524333600,0.75731,0.75254,0.76121,0.75565
1524337200,0.75576,0.75202,0.76028,0.75388
1524340800,0.75396,0.75102,0.75955,0.75549
1524344400,0.7553,0.74772,0.75732,0.75401
1524348000,0.75429,0.74737,0.75591,0.74767
1524351600,0.74768,0.74375,0.75377,0.75122
1524355200,0.75156,0.75156,0.75875,0.7564
1524358800,0.75614,0.74414,0.75933,0.74585
1524362400,0.74555,0.73983,0.75105,0.73989
1524366000,0.74012,0.72915,0.74189,0.7328
1524369600,0.7325,0.72575,0.73702,0.72676
1524373200,0.72655,0.71733,0.72677,0.72608
1524376800,0.72592,0.72234,0.72899,0.72869
1524380400,0.72912,0.72912,0.73883,0.73513
1524384000,0.73538,0.73459,0.74219,0.7411
1524387600,0.74136,0.72749,0.74259,0.73727
1524391200,0.7374,0.73579,0.75059,0.75056
1524394800,0.75012,0.74193,0.75029,0.74716
1524398400,0.74687,0.74001,0.74736,0.74616
1524402000,0.7457,0.73938,0.74745,0.74393
1524405600,0.7439,0.73758,0.74905,0.74905
1524409200,0.74937,0.74624,0.75707,0.7549
1524412800,0.75465,0.75088,0.75771,0.75767
1524416400,0.75721,0.7529,0.76316,0.75943
1524420000,0.75963,0.75529,0.76715,0.76625
1524423600,0.76576,0.7627,0.76952,0.76497
1524427200,0.76489,0.76373,0.77601,0.77513
1524430800,0.77473,0.77109,0.77797,0.77445
1524434400,0.77441,0.76014,0.77485,0.76048
1524438000,0.76088,0.74953,0.76537,0.75349
1524441600,0.75306,0.75135,0.75785,0.7572
1524445200,0.75767,0.74807,0.76029,0.74958
1524448800,0.75006,0.74949,0.75882,0.75823
1524452400,0.758,0.75464,0.76431,0.75464
1524456000,0.75463,0.75117,0.75777,0.75656
1524459600,0.75706,0.75592,0.76311,0.7613
1524463200,0.76141,0.758,0.76345,0.75856
1524466800,0.75814,0.7446,0.7584,0.74533
1524470400,0.7452,0.73745,0.74805,0.73795
1524474000,0.73841,0.72916,0.74005,0.73019
1524477600,0.73003,0.72501,0.73042,0.73007
1524481200,0.72958,0.72516,0.73276,0.72897
1524484800,0.7285,0.72674,0.73624,0.73429
1524488400,0.73451,0.72382,0.73617,0.72584
1524492000,0.72539,0.71888,0.72662,0.72582
1524495600,0.72579,0.72451,0.73519,0.7325
1524499200,0.73259,0.72245,0.7354,0.72297
1524502800,0.72251,0.71675,0.72352,0.72129
1524506400,0.72158,0.72122,0.73102,0.72896
1524510000,0.72899,0.72858,0.73625,0.73582
1524513600,0.73533,0.72687,0.73685,0.7331
1524517200,0.73304,0.732,0.74057,0.73814
1524520800,0.73808,0.7354,0.74147,0.73958
1524524400,0.73983,0.73381,0.7452,0.73439
1524528000,0.73454,0.72794,0.73486,0.73045
1524531600,0.73084,0.71959,0.73084,0.72
1524535200,0.72034,0.71356,0.72123,0.71442
1524538800,0.71439,0.7141,0.72214,0.71839
1524542400,0.71867,0.71631,0.72428,0.72428
1524546000,0.72391,0.72348,0.7289,0.72784
1524549600,0.7276,0.72377,0.73151,0.72853
1524553200,0.7288,0.72208,0.73204,0.72358
1524556800,0.72351,0.71942,0.72722,0.72492
1524560400,0.72462,0.72296,0.73022,0.7288
1524564000,0.72835,0.72477,0.73626,0.73523
1524567600,0.73512,0.72875,0.7358,0.73217
1524571200,0.7322,0.72742,0.73554,0.72934
1524574800,0.72961,0.71299,0.73093,0.71928
1524578400,0.7191,0.7155,0.7215,0.71781
1524582000,0.71776,0.71261,0.72206,0.7157
1524585600,0.71544,0.70812,0.71602,0.70954
1524589200,0.70926,0.7047,0.71494,0.71133
1524592800,0.71134,0.70429,0.7128,0.70503
1524596400,0.70468,0.70231,0.71265,0.71179
1524600000,0.71144,0.71018,0.72078,0.71642
1524603600,0.71671,0.71627,0.72337,0.72337
1524607200,0.72315,0.71761,0.7253,0.72166
1524610800,0.72175,0.71397,0.72175,0.7196
1524614400,0.71944,0.7156,0.72281,0.7219
1524618000,0.72142,0.71349,0.72284,0.72259
1524621600,0.72269,0.71832,0.72439,0.72004
1524625200,0.72003,0.71821,0.72546,0.72546
1524628800,0.72579,0.72432,0.73292,0.73183
1524632400,0.73187,0.72595,0.73278,0.73121
1524636000,0.7316,0.72622,0.73879,0.73551
1524639600,0.73546,0.73219,0.74236,0.73407
1524643200,0.73377,0.73161,0.74596,0.74545
1524646800,0.74507,0.73524,0.74761,0.73795
1524650400,0.73789,0.73147,0.74067,0.73184
1524654000,0.73218,0.72952,0.73709,0.73312
1524657600,0.73284,0.73273,0.74461,0.74409
1524661200,0.7444,0.74385,0.75833,0.75169
1524664800,0.75197,0.74644,0.75587,0.75045
1524668400,0.75033,0.74658,0.75258,0.74773
1524672000,0.74817,0.73769,0.7489,0.74112
1524675600,0.74122,0.73955,0.75488,0.75217
1524679200,0.75242,0.75112,0.76198,0.76005
1524682800,0.75999,0.75409,0.7619,0.75807
1524686400,0.75765,0.75749,0.7725,0.77094
1524690000,0.77085,0.76962,0.77932,0.77328
1524693600,0.77325,0.77247,0.78017,0.77557
1524697200,0.77535,0.75917,0.7773,0.77065
1524700800,0.77052,0.76031,0.77701,0.77632
1524704400,0.77667,0.77085,0.7793,0.77123
1524708000,0.77081,0.76316,0.77463,0.76316
1524711600,0.7636,0.7556,0.76492,0.75789
1524715200,0.75751,0.75648,0.76928,0.76841
1524718800,0.76816,0.7601,0.77058,0.76115
1524722400,0.76163,0.75123,0.76602,0.75276
1524726000,0.75284,0.75046,0.7565,0.75336
1524729600,0.75323,0.74684,0.75806,0.75661
1524733200,0.75689,0.75268,0.75865,0.75441
1524736800,0.75401,0.75072,0.76005,0.76005
